5,0
2,7
8,979
13,2987
13,5007
11,7001
13,7008
1,7409
8,8408
13,10420
13,12436
13,14466
13,16475
11,18419
13,18426
2,18669
8,20005
13,22071
13,24168
13,26206
11,26262
13,26268
3,26288
8,27425
13,29435
13,31442
13,33493
13,35502
11,37482
13,37488
2,37495
8,38784
13,40821
13,42839
11,44835
13,44841
1,44848
8,46063
13,48074
13,50081
13,52108
13,54121
11,56069
13,56075
2,56338
8,57337
13,59349
13,61356
13,63366
11,63429
13,63454
3,63658
8,64660
13,66664
13,68775
13,70789
13,72821
13,74830
11,74857
13,74863
2,74870
8,76236
13,78289
13,80296
11,82261
13,82270
3,82276
8,83424
13,85525
13,87615
13,89675
13,91681
11,93431
13,93437
2,93444
8,94448
13,96618
13,98625
11,100475
13,100481
2,100491
8,102246
13,104258
13,106292
13,108301
11,108576
13,108583
3,108940
8,110024
13,112030
13,114063
13,116070
13,118087
11,120035
13,120041
2,120051
8,121095
13,123119
13,125128
13,127135
11,127156
13,127161
1,127454
8,128456
13,130505
13,132846
13,134919
13,136939
11,138540
13,138580
2,139324
8,140330
13,142461
13,144469
13,146478
11,146564
13,146570
3,147017
8,148063
13,150079
13,152106
13,154163
13,156175
11,158114
13,158120
2,158127
8,159537
13,161554
13,163567
13,165574
11,165628
13,165634
2,165641
8,166873
13,168895
13,170904
11,172882
13,172888
14,172906
13,172912
