5,0
2,5
8,995
11,6131
1,6147
8,7151
11,15158
2,15166
8,16170
11,20179
3,20185
8,21190
11,29197
2,29203
8,30204
11,34211
1,34228
8,35228
11,43453
2,43459
8,44460
11,48468
3,48485
8,49489
11,57499
2,57506
8,58522
11,62532
3,62550
8,63552
11,71558
2,71565
8,72567
11,76577
2,76589
8,77590
11,81597
3,81609
8,82612
11,90621
2,90629
8,91629
11,95638
1,95650
8,96654
11,104665
2,104672
8,105672
11,109680
3,109687
8,110692
11,118702
2,118709
8,119712
11,123718
2,123731
8,124732
11,128740
14,128747
