5,0
4,12
7,60013
2,62028
4,68537
7,70059
1,72081
4,78603
7,80115
3,82138
4,88658
7,90170
2,92192
4,98703
7,100214
1,102236
4,108747
7,110258
2,112281
4,118802
7,120313
1,122325
4,128848
7,130369
3,132380
4,138892
7,140402
2,142414
4,148935
7,150457
2,152469
4,158980
7,160502
3,162525
4,169046
7,170557
1,172569
4,179091
7,180613
3,182633
4,189147
7,190669
3,192691
4,199212
7,200724
2,202747
4,209257
7,210768
1,212790
4,219301
7,220813
3,222829
4,229346
7,230868
3,232879
4,239402
7,240923
2,242935
4,249457
7,250968
2,252990
4,259512
7,261023
2,263043
4,269556
7,271073
2,273089
4,279600
7,281112
1,283123
4,289634
7,291155
3,293166
4,299687
7,301199
1,303222
4,309743
7,311255
2,313277
4,319789
7,321310
2,323331
4,329853
7,331364
2,333377
4,339889
7,341411
2,343434
4,349956
7,351476
3,353488
4,360000
7,361522
3,363544
4,370066
7,371578
1,373599
4,380120
7,381632
3,383644
4,390155
7,391678
3,393698
4,400211
7,401721
3,403741
4,410255
7,411777
2,413788
4,420299
7,421810
3,423830
4,430344
7,431866
1,433886
4,440407
7,441920
3,443941
4,450454
7,451975
2,453997
4,460510
7,462030
3,464041
4,470553
7,472064
1,474086
4,480607
7,482119
3,484141
4,490653
7,492173
2,494195
4,500707
7,502218
1,504231
4,510742
7,512254
3,514265
4,520776
7,522295
3,524308
4,530820
7,532342
1,534364
4,540887
7,542397
1,544409
4,550920
7,552439
2,554452
4,560964
7,562475
2,564486
4,570997
7,572518
3,574530
4,581042
7,582553
1,584564
4,591086
7,592597
2,594617
4,601131
7,602652
2,604663
4,611175
7,612697
1,614707
4,621229
7,622740
1,624752
4,631275
7,632796
3,634818
4,641339
7,642851
3,644863
4,651385
7,652908
2,654930
4,661449
7,662961
2,664973
4,671485
7,673007
2,675018
4,681539
7,683051
3,685062
4,691584
7,693096
3,695118
4,701640
7,703162
3,705184
4,711705
7,713217
3,715229
4,721740
7,723260
3,725272
4,731784
7,733307
1,735328
4,741839
7,743362
1,745384
4,751906
7,753428
2,755450
4,761973
7,763495
2,765506
4,772017
7,773528
1,775548
4,782061
7,783581
1,785594
4,792115
7,793628
3,795639
4,802161
7,803681
1,805693
4,812205
7,813725
1,815738
4,822259
7,823771
2,825792
4,832304
7,833824
1,835929
4,842461
7,843981
3,845993
4,852505
7,854027
1,856050
4,862572
7,864094
2,866114
4,872627
7,874149
1,876172
4,882692
7,884203
1,886215
4,892727
7,894250
1,896270
4,902782
7,904304
2,906315
4,912837
7,914348
1,916359
4,922871
7,924391
2,926403
4,932915
7,934546
1,936458
4,942971
7,944493
1,946513
4,953026
7,954549
3,956569
4,963117
6,964635
