2,4,1250
2,4,1506
2,4,1763
2,4,2017
2,2,2274
2,2,2528
2,2,2785
2,2,3040
2,2,3294
2,2,3549
2,2,3804
2,2,4060
2,2,4315
2,2,4573
2,2,4826
2,2,5081
2,2,5336
2,2,5594
2,2,5850
2,2,6107
1,1,7402
1,1,7655
1,1,7912
1,1,8166
1,1,8419
1,1,8672
1,1,8928
1,1,9185
1,1,9441
1,1,9696
1,1,9953
1,1,10206
1,1,10463
1,1,10716
1,1,10974
1,1,11227
1,1,11483
1,1,11739
1,1,11994
1,1,12247
1,1,12501
1,1,12754
1,1,13010
1,1,13267
1,1,13524
1,1,13778
1,1,14032
1,1,14288
1,1,14543
1,1,14800
1,1,15055
2,2,16421
2,2,16675
2,2,16928
2,2,17184
2,2,17437
2,2,17691
2,2,17946
2,2,18200
2,2,18457
2,2,18711
2,2,18968
2,2,19223
2,2,19481
2,2,19735
2,2,19993
3,3,21440
3,3,21695
3,3,21952
3,3,22209
3,3,22465
3,3,22719
3,3,22975
3,3,23230
3,3,23488
3,3,23745
3,3,24002
3,3,24260
3,3,24515
3,3,24770
3,3,25027
3,3,25286
3,3,25539
3,3,25792
3,3,26049
3,3,26303
3,3,26558
3,3,26813
3,3,27069
3,3,27324
3,3,27580
3,3,27837
3,3,28093
3,3,28347
3,3,28602
3,3,28858
3,3,29116
2,2,30459
2,2,30714
2,2,30972
2,2,31228
2,2,31482
2,2,31738
2,2,31994
2,2,32252
2,2,32505
2,2,32761
2,2,33018
2,2,33276
2,2,33530
2,2,33787
2,2,34045
1,1,35481
1,1,35738
1,1,35993
1,1,36247
1,1,36503
1,1,36761
1,1,37019
1,1,37275
1,1,37534
1,1,37789
1,1,38043
1,1,38300
1,1,38554
1,1,38810
1,1,39067
1,1,39322
1,1,39579
1,1,39833
1,1,40090
1,1,40346
1,1,40603
1,1,40859
1,1,41117
1,1,41371
1,1,41626
1,1,41880
1,1,42137
1,1,42393
1,1,42650
1,1,42904
1,1,43161
1,1,43418
2,2,44711
2,2,44967
2,2,45222
2,2,45478
2,2,45733
2,2,45990
2,2,46246
2,2,46503
2,2,46756
2,2,47011
2,2,47269
2,2,47524
2,2,47778
2,2,48034
2,2,48291
3,3,49743
3,3,50002
3,3,50258
3,3,50515
3,3,50775
3,3,51031
3,3,51290
3,3,51544
3,3,51798
3,3,52051
3,3,52310
3,3,52565
3,3,52824
3,3,53079
3,3,53337
3,3,53594
3,3,53849
3,3,54107
3,3,54363
3,3,54622
3,3,54879
3,3,55137
3,3,55396
3,3,55655
3,3,55913
3,3,56170
3,3,56429
3,3,56685
3,3,56941
3,3,57200
3,3,57458
2,2,58777
2,2,59036
2,2,59294
2,2,59550
2,2,59804
2,2,60061
2,2,60319
2,2,60575
2,2,60832
2,2,61090
2,2,61344
2,2,61598
2,2,61855
2,2,62114
2,2,62373
3,3,63806
3,3,64063
3,3,64317
3,3,64573
3,3,64830
3,3,65087
3,3,65345
3,3,65603
3,3,65859
3,3,66115
3,3,66372
3,3,66630
3,3,66887
3,3,67145
3,3,67401
3,3,67658
3,3,67914
3,3,68168
3,3,68425
3,3,68681
3,3,68939
3,3,69194
3,3,69453
3,3,69709
3,3,69964
3,3,70219
3,3,70475
3,3,70732
3,3,70988
3,3,71241
3,3,71499
2,2,72822
2,2,73079
2,2,73338
2,2,73597
2,2,73856
2,2,74115
2,2,74369
2,2,74628
2,2,74886
2,2,75140
2,2,75394
2,2,75651
2,2,75910
2,2,76168
2,2,76427
2,2,77845
2,2,78104
2,2,78363
2,2,78622
2,2,78876
2,2,79135
2,2,79392
2,2,79651
2,2,79910
2,2,80168
2,2,80427
2,2,80682
2,2,80941
2,2,81200
2,2,81459
3,3,82867
3,3,83126
3,3,83385
3,3,83643
3,3,83897
3,3,84155
3,3,84414
3,3,84673
3,3,84932
3,3,85191
3,3,85451
3,3,85710
3,3,85969
3,3,86225
3,3,86484
3,3,86743
3,3,87002
3,3,87260
3,3,87519
3,3,87776
3,3,88035
3,3,88289
3,3,88548
3,3,88805
3,3,89064
3,3,89323
3,3,89582
3,3,89840
3,3,90099
3,3,90356
3,3,90615
2,2,91881
2,2,92140
2,2,92399
2,2,92658
2,2,92917
2,2,93174
2,2,93430
2,2,93690
2,2,93948
2,2,94207
2,2,94467
2,2,94721
2,2,94975
2,2,95234
2,2,95493
1,1,96908
1,1,97161
1,1,97420
1,1,97679
1,1,97935
1,1,98194
1,1,98451
1,1,98711
1,1,98968
1,1,99222
1,1,99477
1,1,99736
1,1,99990
1,1,100249
1,1,100505
1,1,100764
1,1,101022
1,1,101281
1,1,101535
1,1,101792
1,1,102046
1,1,102303
1,1,102557
1,1,102815
1,1,103069
1,1,103329
1,1,103589
1,1,103845
1,1,104105
1,1,104362
1,1,104622
2,2,105923
2,2,106177
2,2,106431
2,2,106691
2,2,106950
2,2,107210
2,2,107468
2,2,107725
2,2,107983
2,2,108242
2,2,108501
2,2,108760
2,2,109020
2,2,109277
2,2,109536
3,3,110944
3,3,111203
3,3,111462
3,3,111721
3,3,111977
3,3,112236
3,3,112491
3,3,112745
3,3,113002
3,3,113261
3,3,113520
3,3,113779
3,3,114039
3,3,114296
3,3,114550
3,3,114804
3,3,115058
3,3,115316
3,3,115575
3,3,115832
3,3,116091
3,3,116349
3,3,116608
3,3,116867
3,3,117126
3,3,117380
3,3,117637
3,3,117895
3,3,118154
3,3,118412
3,3,118671
2,2,119968
2,2,120225
2,2,120479
2,2,120736
2,2,120995
2,2,121254
2,2,121512
2,2,121766
2,2,122024
2,2,122283
2,2,122539
2,2,122797
2,2,123056
2,2,123314
2,2,123573
2,2,124987
2,2,125241
2,2,125500
2,2,125754
2,2,126010
2,2,126269
2,2,126527
2,2,126787
2,2,127045
2,2,127304
2,2,127558
2,2,127817
2,2,128071
2,2,128330
2,2,128589
