3,3,114793
3,3,115052
3,3,115311
3,3,115570
3,3,115829
3,3,116088
3,3,116347
3,3,116606
3,3,116865
3,3,117124
3,3,117381
3,3,117640
3,3,117899
3,3,118158
3,3,118417
2,2,119926
2,2,120185
2,2,120444
2,2,120701
2,2,120960
2,2,121214
2,2,121471
2,2,121725
2,2,121984
2,2,122241
2,2,122500
2,2,122754
2,2,123011
2,2,123265
2,2,123522
2,2,124945
2,2,125204
2,2,125463
2,2,125722
2,2,125981
2,2,126240
2,2,126499
2,2,126758
2,2,127017
2,2,127276
2,2,127533
2,2,127793
2,2,128052
2,2,128311
2,2,128569
