2,4,1247
2,4,1505
2,4,1760
2,2,2018
2,2,2271
2,2,2527
2,2,2784
2,2,3041
2,2,3296
2,2,3552
2,2,3806
2,2,4061
2,2,4316
2,2,4572
2,2,4825
2,2,5081
2,2,5337
2,2,5592
2,2,5844
1,1,7165
1,1,7418
1,1,7676
1,1,7932
1,1,8185
1,1,8441
1,1,8699
1,1,8953
1,1,9206
1,1,9462
1,1,9718
1,1,9974
1,1,10228
1,1,10481
1,1,10734
1,1,10988
1,1,11245
1,1,11498
1,1,11752
1,1,12006
1,1,12259
1,1,12516
1,1,12770
1,1,13026
1,1,13282
1,1,13539
1,1,13797
1,1,14052
1,1,14310
1,1,14565
1,1,14822
2,2,16185
2,2,16441
2,2,16699
2,2,16952
2,2,17207
2,2,17463
2,2,17717
2,2,17972
2,2,18225
2,2,18482
2,2,18739
2,2,18997
2,2,19253
2,2,19506
2,2,19761
3,3,21209
3,3,21463
3,3,21717
3,3,21971
3,3,22227
3,3,22484
3,3,22741
3,3,22999
3,3,23256
3,3,23512
3,3,23768
3,3,24021
3,3,24276
3,3,24531
3,3,24785
3,3,25040
3,3,25296
3,3,25550
3,3,25807
3,3,26063
3,3,26316
3,3,26571
3,3,26825
3,3,27081
3,3,27334
3,3,27588
3,3,27843
3,3,28100
3,3,28356
3,3,28611
3,3,28865
2,2,30223
2,2,30480
2,2,30738
2,2,30993
2,2,31252
2,2,31505
2,2,31758
2,2,32015
2,2,32270
2,2,32527
2,2,32782
2,2,33037
2,2,33296
2,2,33553
2,2,33811
1,1,35245
1,1,35500
1,1,35754
1,1,36011
1,1,36266
1,1,36520
1,1,36773
1,1,37031
1,1,37290
1,1,37545
1,1,37799
1,1,38056
1,1,38312
1,1,38570
1,1,38828
1,1,39083
1,1,39340
1,1,39598
1,1,39854
1,1,40111
1,1,40368
1,1,40626
1,1,40882
1,1,41136
1,1,41392
1,1,41649
1,1,41905
1,1,42162
1,1,42416
1,1,42673
1,1,42930
2,2,44261
2,2,44517
2,2,44774
2,2,45030
2,2,45285
2,2,45542
2,2,45798
2,2,46056
2,2,46311
2,2,46565
2,2,46819
2,2,47072
2,2,47327
2,2,47583
2,2,47838
3,3,49287
3,3,49541
3,3,49795
3,3,50053
3,3,50310
3,3,50567
3,3,50821
3,3,51075
3,3,51329
3,3,51587
3,3,51842
3,3,52098
3,3,52352
3,3,52607
3,3,52863
3,3,53119
3,3,53373
3,3,53629
3,3,53887
3,3,54145
3,3,54399
3,3,54658
3,3,54914
3,3,55168
3,3,55424
3,3,55680
3,3,55935
3,3,56189
3,3,56444
3,3,56702
3,3,56957
2,2,58306
2,2,58562
2,2,58817
2,2,59071
2,2,59329
2,2,59586
2,2,59842
2,2,60100
2,2,60354
2,2,60609
2,2,60867
2,2,61122
2,2,61379
2,2,61637
2,2,61893
3,3,63332
3,3,63590
3,3,63848
3,3,64106
3,3,64360
3,3,64614
3,3,64870
3,3,65124
3,3,65382
3,3,65636
3,3,65891
3,3,66147
3,3,66402
3,3,66658
3,3,66916
3,3,67172
3,3,67431
3,3,67689
3,3,67943
3,3,68199
3,3,68452
3,3,68710
3,3,68968
3,3,69225
3,3,69479
3,3,69736
3,3,69992
3,3,70251
3,3,70505
3,3,70760
3,3,71016
2,2,72344
2,2,72601
2,2,72854
2,2,73113
2,2,73372
2,2,73631
2,2,73890
2,2,74149
2,2,74408
2,2,74667
2,2,74926
2,2,75180
2,2,75439
2,2,75698
2,2,75957
2,2,77368
2,2,77626
2,2,77884
2,2,78143
2,2,78402
2,2,78660
2,2,78919
2,2,79177
2,2,79435
2,2,79694
2,2,79953
2,2,80212
2,2,80466
2,2,80724
2,2,80982
3,3,82388
3,3,82663
3,3,82922
3,3,83181
3,3,83438
3,3,83697
3,3,83956
3,3,84215
3,3,84474
3,3,84733
3,3,84992
3,3,85251
3,3,85508
3,3,85767
3,3,86026
3,3,86285
3,3,86544
3,3,86803
3,3,87061
3,3,87320
3,3,87578
3,3,87837
3,3,88095
3,3,88354
3,3,88613
3,3,88872
3,3,89131
3,3,89390
3,3,89649
3,3,89908
2,3,91405
2,2,91663
2,2,91920
2,2,92179
2,2,92438
2,2,92697
2,2,92956
2,2,93210
2,2,93469
2,2,93728
2,2,93987
2,2,94246
2,2,94505
2,2,94764
2,2,95023
2,2,95282
2,2,95541
1,1,96863
1,1,97124
1,1,97383
1,1,97642
1,1,97901
1,1,98160
1,1,98419
1,1,98678
1,1,98935
1,1,99194
1,1,99453
1,1,99712
1,1,99971
1,1,100225
1,1,100484
1,1,100742
1,1,100995
1,1,101254
1,1,101513
1,1,101772
1,1,102031
1,1,102290
1,1,102544
1,1,102803
1,1,103062
1,1,103322
1,1,103577
1,1,103836
1,1,104092
1,1,104350
1,1,104609
2,2,105882
2,2,106140
2,2,106394
2,2,106647
2,2,106906
2,2,107166
2,2,107425
2,2,107684
2,2,107943
2,2,108202
2,2,108461
2,2,108720
2,2,108978
2,2,109237
2,2,109495
3,3,110908
3,3,111167
3,3,111426
3,3,111685
3,3,111944
3,3,112203
3,3,112462
3,3,112721
3,3,112980
3,3,113239
3,3,113498
3,3,113757
3,3,114016
3,3,114275
3,3,114534
