5,0
2,5
8,995
13,3002
13,5008
11,7003
13,7008
1,7014
8,8016
13,10023
13,12028
13,14039
13,16044
11,18025
13,18031
2,18037
8,19041
13,21048
13,23055
11,25050
13,25055
2,25061
3,25067
8,26065
13,28072
13,30082
13,32088
13,34096
11,36073
13,36078
2,36084
8,37085
13,39089
13,41098
11,43094
13,43099
1,43105
8,44105
13,46109
13,48115
13,50124
13,52134
11,54117
13,54122
2,54128
8,55130
13,57137
13,59146
11,61139
13,61145
3,61151
8,62152
13,64160
13,66167
13,68172
13,70178
11,72159
13,72164
2,72170
8,73171
13,75176
13,77184
11,79179
13,79184
3,79190
8,80195
13,82201
13,84207
13,86217
13,88224
11,90204
13,90210
2,90216
8,91220
13,93228
13,95239
11,97228
13,97233
2,97239
8,98240
13,100245
13,102250
11,104247
13,104252
2,104258
3,104265
8,105263
13,107271
13,109282
13,111293
13,113299
11,115270
13,115276
2,115283
8,116285
13,118293
13,120303
11,122293
13,122299
1,122306
8,123309
13,125315
13,127326
13,129334
13,131345
11,133318
13,133324
2,133331
8,134333
13,136342
13,138353
11,140343
13,140349
3,140356
8,141358
13,143366
13,145376
13,147384
13,149395
11,151368
13,151374
2,151381
8,152382
13,154388
13,156394
11,158389
13,158395
2,158402
8,159403
13,161411
13,163422
11,165414
13,165420
14,165428
