2,2999
2,5005
2,7006
1,10020
1,12026
1,14033
1,16042
1,18028
2,21045
2,23052
2,25053
3,28069
3,30079
3,32085
3,34093
3,36076
2,39086
2,41096
2,43097
1,46106
1,48112
1,50121
1,52131
1,54119
2,57134
2,59143
2,61142
3,64157
3,66164
3,68169
3,70175
3,72162
2,75172
2,77181
2,79182
3,82198
3,84204
3,86215
3,88222
3,90207
2,93225
2,95236
2,97231
2,100242
2,102247
2,104250
3,107268
3,109278
3,111290
3,113296
3,115273
2,118290
2,120300
2,122297
1,125312
1,127323
1,129331
1,131341
1,133321
2,136337
2,138350
2,140346
3,143363
3,145373
3,147381
3,149392
3,151371
2,154385
2,156391
2,158392
2,161408
2,163419
2,165417
