5,0
4,286
7,60016
1,62053
4,66543
7,68058
1,70071
4,74594
7,76115
1,78388
4,82911
7,84433
3,86457
4,90979
7,92499
1,94520
4,99040
7,100556
1,102578
4,107325
7,108846
3,110862
4,115380
7,116901
1,118913
4,123430
7,124953
2,126966
4,131490
7,133006
1,135018
4,139540
7,141055
1,143075
4,147591
7,149112
3,151125
4,155642
7,157162
1,159182
4,163702
7,165214
2,167236
4,171754
7,173268
3,175279
4,179804
7,181325
2,183341
4,187861
7,189380
3,191401
4,195921
7,197434
2,199499
4,204028
7,205540
2,207554
4,212070
7,213587
2,215606
4,220250
7,221773
1,223792
4,228315
7,229832
2,231846
4,236368
7,237881
2,239902
4,244421
7,245944
1,247960
4,252474
7,253989
2,256011
4,260529
7,262044
2,264057
4,268570
7,270086
3,272106
4,276622
7,278253
3,280266
4,284779
7,286299
2,288320
4,292843
7,294360
3,296373
4,300894
7,302407
3,304421
4,308934
7,310453
1,312469
4,316982
7,318500
2,320522
4,325046
7,326561
2,328575
4,333101
7,334622
2,336641
4,341154
7,342676
1,344697
4,349216
7,350740
1,352763
4,357276
7,358789
1,360811
4,365328
7,366849
3,368862
4,373382
7,374896
3,376910
4,381428
7,382941
3,384956
4,389469
7,390988
3,393003
4,397527
7,399051
2,401068
4,405589
7,407109
2,409129
4,413649
7,415177
3,417200
4,421756
7,423271
1,425285
4,429807
7,431338
1,433358
4,437892
7,439416
2,441434
4,445958
7,447474
2,449494
4,454019
7,455535
3,457558
4,462087
7,463603
1,465620
4,470135
7,471654
2,473679
4,478194
7,479718
1,481733
4,486245
7,487764
2,489782
4,494301
7,495824
2,497844
4,502369
7,503883
3,505899
4,510446
7,511968
3,513987
4,518508
7,520026
3,522047
4,526577
7,528102
2,530123
4,534638
7,536445
3,538467
4,542985
7,544501
3,546521
4,551064
7,552577
2,554603
4,559124
7,560647
2,562662
4,567177
7,568698
3,570714
4,575387
7,576909
1,578923
4,583443
7,584960
2,586976
4,591501
7,593016
1,595032
4,599566
7,601090
2,603131
4,607655
7,609178
1,611280
4,615910
7,617426
2,619464
4,623996
7,625541
3,627579
4,632121
7,633643
3,635672
4,640228
7,641750
1,643782
4,648387
7,649910
1,651932
4,656449
7,657967
2,659986
4,664512
7,666036
2,668056
4,672622
7,674137
3,676154
4,680674
7,682191
3,684209
4,688728
7,690243
3,692294
4,696820
7,698340
3,700360
4,704884
7,706398
2,708440
4,712965
7,714489
2,716514
4,721027
7,722890
2,724914
4,729427
7,730944
2,732957
4,737487
7,739008
3,741023
4,745547
7,747061
1,749094
4,753609
7,755131
2,757149
4,761688
7,763203
1,765225
4,769740
7,771274
3,773287
4,777800
7,779362
1,781386
4,785908
7,787427
1,789467
4,793981
7,795523
1,797545
4,802068
7,803607
1,805626
4,810169
7,811693
2,813726
4,818389
7,819906
3,821927
4,826480
7,828046
1,830067
4,834606
7,836163
3,838189
4,842751
7,844270
2,846327
4,850884
7,852429
2,854464
4,859035
7,860555
3,862582
4,867100
7,868618
1,870640
4,875164
7,876682
3,878706
4,883587
7,885102
2,887128
4,891643
7,893161
3,895180
4,899705
7,901226
3,903264
4,907789
7,909315
1,911330
4,915846
7,917364
3,919423
4,923945
7,925459
3,927479
4,931994
7,933517
1,935571
4,940086
7,941604
3,943625
4,948246
7,949773
1,951791
4,956313
7,957836
1,959912
4,964426
7,965942
1,967957
4,972508
7,974032
1,976048
4,980568
7,982093
1,984136
4,988661
7,990178
3,992372
4,996896
7,998418
3,1000437
4,1004988
7,1006514
1,1008527
4,1013084
7,1014599
2,1016646
4,1021169
7,1022727
2,1024740
4,1029293
6,1030809
