5,0
2,10
8,988
13,2998
13,5061
11,6997
13,7006
1,7014
8,8023
13,10033
13,12047
11,14032
13,14041
2,14130
8,15129
13,17147
13,19179
11,21137
13,21145
3,21154
8,22157
13,24201
13,26224
11,28164
13,28204
2,28213
8,29236
13,31252
13,33299
11,35241
13,35249
1,35447
8,36447
13,38510
13,40559
11,42456
13,42467
2,42476
8,43477
13,45512
13,47525
11,49482
13,49490
3,49497
8,50500
13,52518
13,54529
11,56522
13,56531
2,56626
8,57628
13,59656
13,61695
11,63637
13,63646
3,63654
8,64656
13,66672
13,68681
13,70690
11,71340
2,71412
8,72856
13,74870
13,76882
13,78891
11,79022
2,79046
8,80051
13,82087
13,84170
11,86112
13,86153
3,86162
8,87282
13,89323
13,91579
11,93291
13,93299
2,93484
8,94510
13,96541
5,0
2,9
8,1013
13,3044
