2,2996
2,5002
2,7004
1,10015
-1,12020
1,14028
1,16035
-1,18040
1,20047
-1,22056
1,24041
2,27054
2,29060
2,31059
3,34069
3,36075
3,38085
-3,40092
3,42100
3,44088
2,47102
2,49112
-2,51120
-2,53129
2,55129
1,58142
1,60150
-1,62161
1,64170
1,66176
1,68166
2,71179
2,73189
-2,75196
-2,77204
-2,79210
2,81213
3,84225
3,86233
3,88239
3,90248
3,92232
-2,95246
-2,97256
-2,99262
2,101271
-2,103281
2,105289
-2,107317
-2,109328
2,111325
3,114340
3,116347
3,118355
3,120365
-3,122372
3,124355
2,127370
2,129376
2,131408
-2,133414
-2,135420
2,138442
2,140448
-2,142457
2,144465
3,147477
3,149485
3,151491
3,153500
3,155488
2,158505
2,160514
2,162510
-1,165525
1,167531
1,169539
1,171548
1,173558
1,175536
2,178556
2,180565
2,182562
-3,185578
-3,187586
3,189595
3,191603
3,193614
3,195620
3,197595
2,200609
2,202618
2,204619
-2,207631
-2,209638
2,211646
2,213657
2,215651
