2,2997
2,5007
2,7008
1,10024
1,12030
1,14037
1,16047
1,18032
2,21045
2,23052
2,25052
3,28064
3,30075
3,32083
3,34089
3,36073
2,39086
2,41095
2,43093
1,46108
1,48117
1,50127
1,52135
1,54118
2,57131
2,59138
2,61142
3,64157
3,66164
3,68171
3,70181
3,72170
2,75183
2,77194
2,79193
3,82204
3,84213
3,86219
3,88229
3,90214
2,93228
2,95238
2,97240
2,100258
2,102266
2,104263
3,107277
3,109287
3,111294
3,113301
3,115287
2,118300
2,120306
2,122314
1,125327
1,127336
1,129348
1,131359
1,133338
2,136352
2,138363
2,140359
3,143374
3,145384
3,147393
3,149403
3,151383
2,154397
2,156403
2,158404
2,161419
2,163429
2,165428
