2,3007
2,5017
2,7002
1,10204
1,12247
1,14281
1,16289
1,18231
2,21518
2,23525
2,25584
2,25787
3,29895
3,31903
3,33927
3,35980
3,37986
3,38151
2,41167
2,43199
2,45249
2,45331
1,49284
1,51378
1,53397
1,55408
1,57103
2,60335
2,62345
2,64404
2,64733
3,68222
3,70236
3,72283
3,74295
3,76147
2,82804
2,84816
2,86834
2,87081
3,90532
3,92551
3,94610
3,96798
3,98543
2,102328
2,104337
2,106353
2,106450
2,110037
2,112071
2,113882
3,117028
3,119088
3,121228
3,123382
3,125024
2,128561
2,130568
2,132576
1,136320
1,138490
1,140539
1,142636
1,144290
2,147625
2,149642
2,151680
3,154702
3,156946
3,159018
3,161077
3,163085
2,166606
2,168632
2,170933
2,170953
2,174888
2,176903
2,178909
2,2984
2,5004
2,7005
1,10417
1,12433
1,14463
1,16472
1,18423
2,22065
2,24165
2,26203
2,26265
3,29432
3,31439
3,33489
3,35498
3,37485
2,40793
2,42836
2,44838
1,48071
1,50078
1,52104
1,54118
1,56072
2,59346
2,61353
2,63363
2,63432
3,66660
3,68771
3,70786
3,72818
3,74827
3,74860
2,78286
2,80293
2,82266
3,85522
3,87582
3,89672
3,91678
3,93434
2,96615
2,98622
2,100478
2,104254
2,106289
2,108298
2,108579
3,112027
3,114060
3,116067
3,118084
3,120038
2,123116
2,125125
2,127132
2,127159
1,130502
1,132843
1,134916
1,136936
1,138543
2,142455
2,144466
2,146475
2,146567
3,150076
3,152102
3,154118
3,156172
3,158117
2,161550
2,163563
2,165571
2,165631
2,168892
2,170901
2,172885
2,172909
